,id,grid,start_hour,end_hour,duration,lon,lat,gps2id
197876,EA27C1DACC015E381783BB03940DBA88,38484,0,2,2,109.53028,18.31528,1620
197877,EA27C1DACC015E381783BB03940DBA88,31951,3,7,4,109.52174,18.30299,1568
197878,EA27C1DACC015E381783BB03940DBA88,31561,11,12,1,109.56792,18.28479,1765
197880,1C170E7FDA19E425F091CDE0A56B7093,31781,10,13,3,109.19847,18.2975,367
197881,1C170E7FDA19E425F091CDE0A56B7093,31081,18,23,5,109.44639,18.30181,1318
197899,AA42C8D5F23E17A418E66C8770B385FE,30151,0,10,10,109.50986,18.25083,1560
197900,AA42C8D5F23E17A418E66C8770B385FE,30084,10,12,2,109.50118,18.26972,1513
197901,AA42C8D5F23E17A418E66C8770B385FE,30151,14,15,1,109.50986,18.25083,1560
197941,D2A5F87218CF25385163A2F3C4229CB8,30851,1,3,2,109.5616,18.27396,1713
197942,D2A5F87218CF25385163A2F3C4229CB8,31561,6,9,3,109.56792,18.28479,1765
197943,D2A5F87218CF25385163A2F3C4229CB8,30851,9,11,2,109.5616,18.27396,1713
197944,D2A5F87218CF25385163A2F3C4229CB8,31561,12,15,3,109.56792,18.28479,1765
197945,D2A5F87218CF25385163A2F3C4229CB8,30851,20,21,1,109.5616,18.27396,1713
197946,D2A5F87218CF25385163A2F3C4229CB8,31561,22,23,1,109.56792,18.28479,1765
197980,147470AD3D3B8724582C30D5F244A8B6,60421,0,16,16,109.46333,18.31743,1371
197981,147470AD3D3B8724582C30D5F244A8B6,30111,17,19,2,109.47583,18.30542,1419
197982,147470AD3D3B8724582C30D5F244A8B6,60421,19,23,4,109.46333,18.31743,1371
198001,8DD23AA43C0F7967C45F7488D66F9159,31531,0,2,2,109.49583,18.25972,1461
198002,8DD23AA43C0F7967C45F7488D66F9159,31945,3,7,4,109.58021,18.29403,1817
198003,8DD23AA43C0F7967C45F7488D66F9159,31071,9,11,2,109.58257,18.28458,1815
198036,1D10133A3A6B6A1226F963E2F33A13EC,38707,13,17,4,109.73778,18.35368,2427
198037,1D10133A3A6B6A1226F963E2F33A13EC,38707,19,23,4,109.73778,18.35368,2427
198048,D517610C2076C41FED0ED80CB6FFB44C,31561,0,6,6,109.56792,18.28479,1765
198049,D517610C2076C41FED0ED80CB6FFB44C,30851,6,20,14,109.5616,18.27396,1713
198050,D517610C2076C41FED0ED80CB6FFB44C,31561,22,23,1,109.56792,18.28479,1765
198067,A509D0CA53CD767E0234236B42930030,38094,20,23,3,109.45403,18.28778,1316
198108,3940DDDB655239C16F43D83626AAB86A,38241,0,11,11,109.54111,18.30542,1669
198109,3940DDDB655239C16F43D83626AAB86A,31931,13,14,1,109.54771,18.29403,1667
198110,3940DDDB655239C16F43D83626AAB86A,30921,14,19,5,109.53903,18.29451,1667
198111,3940DDDB655239C16F43D83626AAB86A,31931,19,21,2,109.54771,18.29403,1667
198112,3940DDDB655239C16F43D83626AAB86A,38241,22,23,1,109.54111,18.30542,1669
198115,BC2EDF4DF9C7FAD55BDEABA03DFA7284,31561,0,5,5,109.56792,18.28479,1765
198116,BC2EDF4DF9C7FAD55BDEABA03DFA7284,39183,6,10,4,109.55542,18.28208,1715
198117,BC2EDF4DF9C7FAD55BDEABA03DFA7284,31561,11,13,2,109.56792,18.28479,1765
198118,BC2EDF4DF9C7FAD55BDEABA03DFA7284,30854,14,17,3,109.56889,18.27076,1763
198119,BC2EDF4DF9C7FAD55BDEABA03DFA7284,31561,18,20,2,109.56792,18.28479,1765
198124,C85D0B931BEF54F05B9ABBBB03212DB7,30854,0,10,10,109.56889,18.27076,1763
198125,C85D0B931BEF54F05B9ABBBB03212DB7,31561,10,15,5,109.56792,18.28479,1765
198126,C85D0B931BEF54F05B9ABBBB03212DB7,30854,16,17,1,109.56889,18.27076,1763
198151,1582BEC240072EC51899932D6A0A257A,31561,0,1,1,109.56792,18.28479,1765
198152,1582BEC240072EC51899932D6A0A257A,30232,1,7,6,109.6191,18.31701,1971
198153,1582BEC240072EC51899932D6A0A257A,31561,8,10,2,109.56792,18.28479,1765
198154,1582BEC240072EC51899932D6A0A257A,30891,12,14,2,109.59431,18.28389,1865
198155,1582BEC240072EC51899932D6A0A257A,30232,16,18,2,109.6191,18.31701,1971
198196,EDD211647BCC1D3CABF473CB2801C791,30361,0,11,11,109.50347,18.24,1508
198197,EDD211647BCC1D3CABF473CB2801C791,30161,12,14,2,109.50042,18.24389,1508
198198,EDD211647BCC1D3CABF473CB2801C791,30161,16,22,6,109.50042,18.24389,1508
198240,E094C48A14335F51D2BE0671D37D0CCF,30181,0,9,9,109.51597,18.23313,1557
198241,E094C48A14335F51D2BE0671D37D0CCF,31471,13,15,2,109.34583,18.29563,917
198242,E094C48A14335F51D2BE0671D37D0CCF,30731,16,17,1,109.50944,18.22306,1555
198243,E094C48A14335F51D2BE0671D37D0CCF,30421,19,21,2,109.50021,18.25861,1511
198244,E094C48A14335F51D2BE0671D37D0CCF,30731,22,23,1,109.50944,18.22306,1555
198259,EBF906C5498076BCFA3E97DF6001B4F3,30854,14,16,2,109.56889,18.27076,1763
198260,EBF906C5498076BCFA3E97DF6001B4F3,60631,16,23,7,109.57778,18.27583,1814
198267,2939307F3A35285FC5072EF5354D23D7,38951,0,7,7,109.48097,18.28868,1416
198268,2939307F3A35285FC5072EF5354D23D7,33051,9,10,1,109.6475,18.46618,2096
198269,2939307F3A35285FC5072EF5354D23D7,30661,14,16,2,109.37028,18.24361,1008
198270,2939307F3A35285FC5072EF5354D23D7,38951,20,23,3,109.48097,18.28868,1416
198288,2A6BA0678DDF16AF08BAC9E3FA3C9391,30741,12,14,2,109.49833,18.28681,1516
198289,2A6BA0678DDF16AF08BAC9E3FA3C9391,30854,17,23,6,109.56889,18.27076,1763
198328,75817DB682187A07461734D66E1E6492,31061,19,20,1,109.53333,18.23257,1607
198329,75817DB682187A07461734D66E1E6492,60631,20,22,2,109.57778,18.27583,1814
198349,1D0D5E68B48956FE4622EC000952996C,60361,11,12,1,109.51938,18.29681,1567
198378,005F3AEFE6DBF371ED1FD57736434098,30854,14,21,7,109.56889,18.27076,1763
198379,005F3AEFE6DBF371ED1FD57736434098,31071,21,23,2,109.58257,18.28458,1815
198397,F57902A58026464B5BDED6D5CB0C8C35,31301,14,16,2,109.14493,18.31222,170
198398,F57902A58026464B5BDED6D5CB0C8C35,31021,19,23,4,109.49021,18.27,1463
198399,ECCCA5770AD6AA7162B63EC395B55856,60631,0,7,7,109.57778,18.27583,1814
198400,ECCCA5770AD6AA7162B63EC395B55856,30951,8,15,7,109.56208,18.25667,1761
198401,ECCCA5770AD6AA7162B63EC395B55856,60631,20,23,3,109.57778,18.27583,1814
198405,34F3D64B41C252481F72E5CF931AC833,30851,0,6,6,109.5616,18.27396,1713
198406,34F3D64B41C252481F72E5CF931AC833,31071,7,12,5,109.58257,18.28458,1815
198430,53875E69050EC42E511A64D3211FA7B3,60631,1,6,5,109.57778,18.27583,1814
198431,53875E69050EC42E511A64D3211FA7B3,30854,8,17,9,109.56889,18.27076,1763
198432,53875E69050EC42E511A64D3211FA7B3,60631,19,23,4,109.57778,18.27583,1814
198491,BD1C8CAB0CA377D9350002A865081450,30251,0,6,6,109.50611,18.26653,1512
198492,BD1C8CAB0CA377D9350002A865081450,30081,8,10,2,109.50243,18.26632,1512
198493,BD1C8CAB0CA377D9350002A865081450,30711,15,17,2,109.50271,18.25347,1510
198494,BD1C8CAB0CA377D9350002A865081450,30251,21,22,1,109.50611,18.26653,1512
198501,ABCD0851CC1C78BCD7AF6DBDF2F5DE49,60552,0,2,2,109.41729,18.30014,1218
198502,ABCD0851CC1C78BCD7AF6DBDF2F5DE49,30671,6,7,1,109.43611,18.30139,1268
198503,ABCD0851CC1C78BCD7AF6DBDF2F5DE49,60552,8,17,9,109.41729,18.30014,1218
198504,ABCD0851CC1C78BCD7AF6DBDF2F5DE49,60551,22,23,1,109.42722,18.30111,1218
198505,B48CF6FA27E864933632BDC922A5DB6B,30211,18,20,2,109.49882,18.23931,1508
198506,B48CF6FA27E864933632BDC922A5DB6B,31031,20,22,2,109.49979,18.25382,1510
198507,5E97A4561E11AAC4FBC53FD068EAA52B,30854,0,14,14,109.56889,18.27076,1763
198508,5E97A4561E11AAC4FBC53FD068EAA52B,31031,16,19,3,109.49979,18.25382,1510
198509,5E97A4561E11AAC4FBC53FD068EAA52B,30854,21,23,2,109.56889,18.27076,1763
198532,17A4545370685D172A08774EFEF86DD3,39181,2,9,7,109.55153,18.28035,1715
198533,17A4545370685D172A08774EFEF86DD3,31071,11,12,1,109.58257,18.28458,1815
198534,17A4545370685D172A08774EFEF86DD3,39181,13,17,4,109.55153,18.28035,1715
198543,E6541B4F346982101D887BAAF0315541,30854,1,7,6,109.56889,18.27076,1763
198544,E6541B4F346982101D887BAAF0315541,31561,8,18,10,109.56792,18.28479,1765
198545,E6541B4F346982101D887BAAF0315541,30861,21,23,2,109.52722,18.22743,1606
198560,F61486EBE9C0037CE6ECF4E72C7FFAB0,31521,0,8,8,109.51458,18.22542,1555
198561,F61486EBE9C0037CE6ECF4E72C7FFAB0,31521,8,11,3,109.51458,18.22542,1555
198562,F61486EBE9C0037CE6ECF4E72C7FFAB0,31521,12,17,5,109.51458,18.22542,1555
198563,F61486EBE9C0037CE6ECF4E72C7FFAB0,30731,20,22,2,109.50944,18.22306,1555
198621,B643AC77F8D8498A9694D45BA8B0F75F,60631,1,12,11,109.57778,18.27583,1814
198622,B643AC77F8D8498A9694D45BA8B0F75F,30854,14,19,5,109.56889,18.27076,1763
198709,27BCEF3137923B84211F08830816C810,31561,0,1,1,109.56792,18.28479,1765
198710,27BCEF3137923B84211F08830816C810,30851,1,8,7,109.5616,18.27396,1713
198712,27BCEF3137923B84211F08830816C810,30851,21,23,2,109.5616,18.27396,1713
198716,CD2333A80921E2508A5B160841254ACF,38251,1,7,6,109.49618,18.25493,1510
198717,CD2333A80921E2508A5B160841254ACF,30171,11,23,12,109.48458,18.27139,1463
198746,CBFB6695A565EE8288E80536B0FF653C,60631,0,6,6,109.57778,18.27583,1814
198747,CBFB6695A565EE8288E80536B0FF653C,30854,6,8,2,109.56889,18.27076,1763
198748,CBFB6695A565EE8288E80536B0FF653C,60631,12,13,1,109.57778,18.27583,1814
198771,5426296000364EE32711CD0E73D782C8,31561,1,2,1,109.56792,18.28479,1765
198772,5426296000364EE32711CD0E73D782C8,30854,5,11,6,109.56889,18.27076,1763
198773,5426296000364EE32711CD0E73D782C8,31071,12,13,1,109.58257,18.28458,1815
198777,42208654DD68D689FEE2FABD4C7FC956,38271,0,9,9,109.62632,18.23049,1956
198778,42208654DD68D689FEE2FABD4C7FC956,33481,13,15,2,109.67278,18.41278,2187
198779,42208654DD68D689FEE2FABD4C7FC956,30161,19,20,1,109.50042,18.24389,1508
198780,42208654DD68D689FEE2FABD4C7FC956,31031,22,23,1,109.49979,18.25382,1510
198794,4995463B780282C9C030A19D9F49AEAC,31071,0,7,7,109.58257,18.28458,1815
198795,4995463B780282C9C030A19D9F49AEAC,30854,10,16,6,109.56889,18.27076,1763
198812,4E94ADAE7ABEB20EEFAF67519DFCC1BE,31081,1,8,7,109.44639,18.30181,1318
198813,4E94ADAE7ABEB20EEFAF67519DFCC1BE,31031,10,22,12,109.49979,18.25382,1510
198871,4D9A472B7DD43E0DD6EF3059F08EEEB1,38251,8,11,3,109.49618,18.25493,1510
198872,4D9A472B7DD43E0DD6EF3059F08EEEB1,60401,12,13,1,109.47444,18.27583,1414
198873,4D9A472B7DD43E0DD6EF3059F08EEEB1,60161,16,19,3,109.49174,18.26181,1461
198874,4D9A472B7DD43E0DD6EF3059F08EEEB1,31231,21,23,2,109.42597,18.29292,1217
198884,C3485CDC6A0EB2B046EA3123960E45A0,31101,0,11,11,109.65389,18.23403,2057
198885,C3485CDC6A0EB2B046EA3123960E45A0,30511,14,16,2,109.51069,18.24208,1558
198886,C3485CDC6A0EB2B046EA3123960E45A0,31521,18,20,2,109.51458,18.22542,1555
198887,C3485CDC6A0EB2B046EA3123960E45A0,30511,20,23,3,109.51069,18.24208,1558
198888,00FD2268DE6E83934D2916174E81532F,60472,0,6,6,109.46625,18.29542,1367
198889,00FD2268DE6E83934D2916174E81532F,30111,6,9,3,109.47583,18.30542,1419
198890,00FD2268DE6E83934D2916174E81532F,30761,10,11,1,109.45201,18.3,1318
198891,00FD2268DE6E83934D2916174E81532F,30111,11,14,3,109.47583,18.30542,1419
198892,00FD2268DE6E83934D2916174E81532F,60472,14,16,2,109.46625,18.29542,1367
198893,00FD2268DE6E83934D2916174E81532F,30111,17,19,2,109.47583,18.30542,1419
198921,996C0D9500BF90CC0E7F5A04C49A464B,31931,0,1,1,109.54771,18.29403,1667
198922,996C0D9500BF90CC0E7F5A04C49A464B,39181,3,7,4,109.55153,18.28035,1715
198923,996C0D9500BF90CC0E7F5A04C49A464B,31931,9,21,12,109.54771,18.29403,1667
198936,B340EDEF4A878E8DF5CBEC25E465EACE,31071,0,2,2,109.58257,18.28458,1815
198937,B340EDEF4A878E8DF5CBEC25E465EACE,30854,3,11,8,109.56889,18.27076,1763
198938,B340EDEF4A878E8DF5CBEC25E465EACE,30084,12,13,1,109.50118,18.26972,1513
198939,B340EDEF4A878E8DF5CBEC25E465EACE,30854,15,16,1,109.56889,18.27076,1763
198958,F198CAA1F49ACA5D003FD8F8473B3798,31071,0,7,7,109.58257,18.28458,1815
198959,F198CAA1F49ACA5D003FD8F8473B3798,30854,8,23,15,109.56889,18.27076,1763
198971,25F8E03F1120E0B7927A22C7EA6DF1B4,31031,0,13,13,109.49979,18.25382,1510
198972,25F8E03F1120E0B7927A22C7EA6DF1B4,38315,14,15,1,109.48979,18.29764,1467
199020,DAB08D254D49BF150533311BD904D49C,31411,19,20,1,109.5016,18.23576,1507
199021,DAB08D254D49BF150533311BD904D49C,60291,21,23,2,109.50826,18.24639,1509
199039,968151594EB4BCD9EBED877ECCD5C3EC,30351,0,8,8,109.41701,18.29292,1217
199040,968151594EB4BCD9EBED877ECCD5C3EC,60054,12,15,3,109.3016,18.31229,770
199041,8C5A16299A6D294198C90C34C25C5949,30851,0,2,2,109.5616,18.27396,1713
199042,8C5A16299A6D294198C90C34C25C5949,39183,3,6,3,109.55542,18.28208,1715
199043,8C5A16299A6D294198C90C34C25C5949,31561,8,11,3,109.56792,18.28479,1765
199044,35C6EDC8AAC6B5ABA770190223528BA2,31061,0,8,8,109.53333,18.23257,1607
199045,35C6EDC8AAC6B5ABA770190223528BA2,33521,10,15,5,109.66313,18.45174,2143
199058,FCC0ADE407C88A97F8FDA735A86E80B1,31864,0,6,6,109.49014,18.28333,1465
199060,FCC0ADE407C88A97F8FDA735A86E80B1,30391,20,22,2,109.4975,18.27118,1513
199086,0423E588F6BE60693A7FCE42ABBAFF59,31231,0,14,14,109.42597,18.29292,1217
199087,0423E588F6BE60693A7FCE42ABBAFF59,31471,16,17,1,109.34583,18.29563,917
199088,0423E588F6BE60693A7FCE42ABBAFF59,31231,18,23,5,109.42597,18.29292,1217
199106,AE9453D604AF88F4293DEF99463B2345,30391,12,13,1,109.4975,18.27118,1513
199139,63359C177BE67F4FFCD2DF5C06228A23,60401,0,3,3,109.47444,18.27583,1414
199140,63359C177BE67F4FFCD2DF5C06228A23,30051,3,4,1,109.48917,18.21215,1453
199141,63359C177BE67F4FFCD2DF5C06228A23,60401,4,8,4,109.47444,18.27583,1414
199142,63359C177BE67F4FFCD2DF5C06228A23,30051,8,9,1,109.48917,18.21215,1453
199143,63359C177BE67F4FFCD2DF5C06228A23,60401,9,19,10,109.47444,18.27583,1414
199144,63359C177BE67F4FFCD2DF5C06228A23,30161,19,21,2,109.50042,18.24389,1508
199164,C711EA8F4B039EAC279F7CFC24309A8A,30051,12,13,1,109.48917,18.21215,1453
199165,C711EA8F4B039EAC279F7CFC24309A8A,60671,14,15,1,109.52979,18.31757,1621
199166,C711EA8F4B039EAC279F7CFC24309A8A,30071,20,23,3,109.52819,18.30472,1619
199167,2D39AE6120F2674000C6DBB8A6E572A0,31945,2,13,11,109.58021,18.29403,1817
199168,2D39AE6120F2674000C6DBB8A6E572A0,30854,13,15,2,109.56889,18.27076,1763
199200,44F505B3929E26B4B29F00CC284F3084,60631,3,9,6,109.57778,18.27583,1814
199201,44F505B3929E26B4B29F00CC284F3084,30854,10,16,6,109.56889,18.27076,1763
199202,770A00BDAFE9BCA8C9E9FA68066EED7D,30854,18,19,1,109.56889,18.27076,1763
199203,770A00BDAFE9BCA8C9E9FA68066EED7D,31071,20,23,3,109.58257,18.28458,1815
199253,86C0171C8311911DC85F52F1754351D5,30021,0,8,8,109.12014,18.40986,86
199254,86C0171C8311911DC85F52F1754351D5,30911,10,11,1,109.50493,18.26181,1511
199255,86C0171C8311911DC85F52F1754351D5,30771,15,16,1,109.49938,18.26042,1511
199256,86C0171C8311911DC85F52F1754351D5,30421,18,21,3,109.50021,18.25861,1511
199257,86C0171C8311911DC85F52F1754351D5,30911,21,23,2,109.50493,18.26181,1511
199286,3878C4CD0EA74CE57B1537A7F0A483EE,38023,0,9,9,109.37132,18.28993,1016
199287,3878C4CD0EA74CE57B1537A7F0A483EE,30341,13,14,1,109.3625,18.29167,966
199288,3878C4CD0EA74CE57B1537A7F0A483EE,38023,15,18,3,109.37132,18.28993,1016
199289,3878C4CD0EA74CE57B1537A7F0A483EE,30341,19,20,1,109.3625,18.29167,966
199290,3878C4CD0EA74CE57B1537A7F0A483EE,38023,21,23,2,109.37132,18.28993,1016
199371,AD6C1B3AC9CE359429A262FC83337FDE,31471,15,17,2,109.34583,18.29563,917
199372,AD6C1B3AC9CE359429A262FC83337FDE,30351,17,19,2,109.41701,18.29292,1217
199373,AD6C1B3AC9CE359429A262FC83337FDE,60551,19,20,1,109.42722,18.30111,1218
199374,AD6C1B3AC9CE359429A262FC83337FDE,38671,21,23,2,109.41576,18.29285,1167
199457,94C4D5691F7DFC1AB38806AFFAC1389E,30921,1,7,6,109.53903,18.29451,1667
199458,94C4D5691F7DFC1AB38806AFFAC1389E,31931,7,8,1,109.54771,18.29403,1667
199459,94C4D5691F7DFC1AB38806AFFAC1389E,30921,9,10,1,109.53903,18.29451,1667
199460,94C4D5691F7DFC1AB38806AFFAC1389E,31041,19,21,2,109.50278,18.23701,1507
199461,94C4D5691F7DFC1AB38806AFFAC1389E,31931,22,23,1,109.54771,18.29403,1667
199486,E191BF114A3C2277CB7C3323BAA13F43,30854,0,8,8,109.56889,18.27076,1763
199487,E191BF114A3C2277CB7C3323BAA13F43,31121,12,14,2,109.16292,18.37063,230
199488,E191BF114A3C2277CB7C3323BAA13F43,30854,16,17,1,109.56889,18.27076,1763
199489,E191BF114A3C2277CB7C3323BAA13F43,31561,17,18,1,109.56792,18.28479,1765
199490,E191BF114A3C2277CB7C3323BAA13F43,30854,21,22,1,109.56889,18.27076,1763
199491,9FC721E86703223349C05C95FE4BBB6F,60081,0,9,9,109.51097,18.22639,1556
199492,9FC721E86703223349C05C95FE4BBB6F,60381,11,20,9,109.5241,18.22458,1605
199493,9FC721E86703223349C05C95FE4BBB6F,60081,20,22,2,109.51097,18.22639,1556
199508,CE134334D65848FE094D43D90ED46C80,38111,0,6,6,109.52007,18.22403,1555
199509,CE134334D65848FE094D43D90ED46C80,38111,7,19,12,109.52007,18.22403,1555
199510,CE134334D65848FE094D43D90ED46C80,31521,19,20,1,109.51458,18.22542,1555
199511,CE134334D65848FE094D43D90ED46C80,38111,21,23,2,109.52007,18.22403,1555
199518,293757429670FEF848C950D685169FCC,31071,0,7,7,109.58257,18.28458,1815
199519,293757429670FEF848C950D685169FCC,30854,11,18,7,109.56889,18.27076,1763
199528,A68637AA89BD62624E677D9E66C32FAD,31391,0,4,4,109.50382,18.24285,1508
199529,A68637AA89BD62624E677D9E66C32FAD,30361,5,8,3,109.50347,18.24,1508
199530,A68637AA89BD62624E677D9E66C32FAD,30161,9,13,4,109.50042,18.24389,1508
199531,A68637AA89BD62624E677D9E66C32FAD,30161,15,18,3,109.50042,18.24389,1508
199532,A68637AA89BD62624E677D9E66C32FAD,60281,18,20,2,109.51743,18.25924,1561
199533,A68637AA89BD62624E677D9E66C32FAD,31461,20,21,1,109.5091,18.25389,1510
199557,B5EEA30F2FFAABF51AE99311CDE9203E,39111,0,6,6,109.5191,18.22597,1555
199558,B5EEA30F2FFAABF51AE99311CDE9203E,31145,8,10,2,109.20431,18.30479,369
199559,B5EEA30F2FFAABF51AE99311CDE9203E,31521,13,16,3,109.51458,18.22542,1555
199560,B5EEA30F2FFAABF51AE99311CDE9203E,39111,19,23,4,109.5191,18.22597,1555
199605,05905F60112FFA73902399BABD12025F,30181,1,11,10,109.51597,18.23313,1557
199606,05905F60112FFA73902399BABD12025F,38754,12,16,4,109.74667,18.37382,2430
199607,05905F60112FFA73902399BABD12025F,30361,18,21,3,109.50347,18.24,1508
199608,05905F60112FFA73902399BABD12025F,30181,21,23,2,109.51597,18.23313,1557
199627,3389A095460231D31BA622B7185D6321,31231,0,1,1,109.42597,18.29292,1217
199628,3389A095460231D31BA622B7185D6321,60552,2,3,1,109.41729,18.30014,1218
199629,3389A095460231D31BA622B7185D6321,31681,6,19,13,109.40396,18.29979,1168
199630,3389A095460231D31BA622B7185D6321,60552,21,23,2,109.41729,18.30014,1218
199663,46DF9F7A9481895A9B0E6AFE3F8BF4F5,30511,10,11,1,109.51069,18.24208,1558
199665,3237597F614A630A7507AC0232ABB23F,31031,18,20,2,109.49979,18.25382,1510
199666,3237597F614A630A7507AC0232ABB23F,30201,20,22,2,109.4909,18.26465,1462
199679,90B0A60855A43B2DB99A0964CE51D3AF,31071,1,12,11,109.58257,18.28458,1815
199680,90B0A60855A43B2DB99A0964CE51D3AF,30854,13,20,7,109.56889,18.27076,1763
199686,EE1DC3D3663945EFC02BAB5EE6A065E9,31071,0,7,7,109.58257,18.28458,1815
199687,EE1DC3D3663945EFC02BAB5EE6A065E9,30854,7,8,1,109.56889,18.27076,1763
199688,EE1DC3D3663945EFC02BAB5EE6A065E9,31945,9,12,3,109.58021,18.29403,1817
199689,EE1DC3D3663945EFC02BAB5EE6A065E9,30854,13,17,4,109.56889,18.27076,1763
199690,EE1DC3D3663945EFC02BAB5EE6A065E9,31071,21,23,2,109.58257,18.28458,1815
199712,301C6D43A4835F6C303372D1D4AB6B2B,30151,0,2,2,109.50986,18.25083,1560
199713,301C6D43A4835F6C303372D1D4AB6B2B,30151,2,9,7,109.50986,18.25083,1560
199714,301C6D43A4835F6C303372D1D4AB6B2B,60291,12,15,3,109.50826,18.24639,1509
199715,301C6D43A4835F6C303372D1D4AB6B2B,30101,15,16,1,109.57299,18.33333,1773
199716,301C6D43A4835F6C303372D1D4AB6B2B,31421,17,21,4,109.55382,18.22347,1705
199717,301C6D43A4835F6C303372D1D4AB6B2B,30151,21,23,2,109.50986,18.25083,1560
199756,7108C89027EB031E7A5F6707D053C8A4,38061,0,11,11,109.50597,18.23118,1506
199757,7108C89027EB031E7A5F6707D053C8A4,60381,13,15,2,109.5241,18.22458,1605
199758,7108C89027EB031E7A5F6707D053C8A4,38052,17,21,4,109.62618,18.23042,1956
199770,122D07F80E4FAC68FAE7EDBB2DF1AFA3,31071,12,14,2,109.58257,18.28458,1815
199771,122D07F80E4FAC68FAE7EDBB2DF1AFA3,30854,14,17,3,109.56889,18.27076,1763
199797,A65416E0023DB5B05C85EFD796D8188E,60401,0,1,1,109.47444,18.27583,1414
199798,A65416E0023DB5B05C85EFD796D8188E,38251,2,14,12,109.49618,18.25493,1510
199799,A65416E0023DB5B05C85EFD796D8188E,60441,16,18,2,109.46792,18.28604,1366
199800,A65416E0023DB5B05C85EFD796D8188E,31031,20,22,2,109.49979,18.25382,1510
199813,D334753E33AD01D79142036B3D85543F,31561,0,5,5,109.56792,18.28479,1765
199814,D334753E33AD01D79142036B3D85543F,39183,6,17,11,109.55542,18.28208,1715
199825,00145806BBF2F60A963743509F901155,60331,0,7,7,109.505,18.26507,1512
199826,00145806BBF2F60A963743509F901155,30291,12,13,1,109.50403,18.27028,1513
199827,00145806BBF2F60A963743509F901155,60221,15,17,2,109.52569,18.29188,1616
199828,00145806BBF2F60A963743509F901155,30291,18,20,2,109.50403,18.27028,1513
199829,00145806BBF2F60A963743509F901155,60331,21,23,2,109.505,18.26507,1512
199847,25A98576A428F536C695E42B71201D8E,31021,17,19,2,109.49021,18.27,1463
199848,25A98576A428F536C695E42B71201D8E,38162,20,21,1,109.43944,18.28889,1266
199849,25A98576A428F536C695E42B71201D8E,31701,22,23,1,109.44132,18.28833,1266
199868,46B472A67DC212EE4047EBC9FB351124,31071,0,6,6,109.58257,18.28458,1815
199869,46B472A67DC212EE4047EBC9FB351124,31071,7,9,2,109.58257,18.28458,1815
199870,46B472A67DC212EE4047EBC9FB351124,30854,10,12,2,109.56889,18.27076,1763
199916,A9FCE0049DB44FE004EAFBF5B783F4A5,60631,3,8,5,109.57778,18.27583,1814
199917,A9FCE0049DB44FE004EAFBF5B783F4A5,30854,8,18,10,109.56889,18.27076,1763
199918,A9FCE0049DB44FE004EAFBF5B783F4A5,30191,20,22,2,109.50361,18.22701,1506
199979,1AFA3FBCD4D68449B676809F8F32C1FB,30324,0,1,1,109.50326,18.29257,1517
199980,1AFA3FBCD4D68449B676809F8F32C1FB,30741,2,3,1,109.49833,18.28681,1516
199981,1AFA3FBCD4D68449B676809F8F32C1FB,30324,3,6,3,109.50326,18.29257,1517
200036,AE469023AED34059A59DE7E300668B8A,30681,0,6,6,109.48493,18.26917,1463
200037,AE469023AED34059A59DE7E300668B8A,30271,8,9,1,109.49132,18.23153,1456
200038,AE469023AED34059A59DE7E300668B8A,31231,11,14,3,109.42597,18.29292,1217
200039,84DF4A7C208235D171EF56473BCCF210,30851,0,5,5,109.5616,18.27396,1713
200040,84DF4A7C208235D171EF56473BCCF210,60631,8,18,10,109.57778,18.27583,1814
200041,67E18D6323A016C43955B0A9A1FA3659,30211,5,11,6,109.49882,18.23931,1508
200042,67E18D6323A016C43955B0A9A1FA3659,31231,16,17,1,109.42597,18.29292,1217
200043,67E18D6323A016C43955B0A9A1FA3659,38281,19,22,3,109.6525,18.23403,2057
200047,9220DF509B1CBDCE8F6FF4B7184ACC0D,31561,2,18,16,109.56792,18.28479,1765
200048,9220DF509B1CBDCE8F6FF4B7184ACC0D,30421,19,21,2,109.50021,18.25861,1511
200085,BCE29A3A46F5A479B3F0FA50B11216DE,60631,2,15,13,109.57778,18.27583,1814
200086,BCE29A3A46F5A479B3F0FA50B11216DE,30854,15,16,1,109.56889,18.27076,1763
200087,BCE29A3A46F5A479B3F0FA50B11216DE,31071,20,21,1,109.58257,18.28458,1815
200090,C3071072DB6684DC75BE160268E6323C,31071,1,6,5,109.58257,18.28458,1815
200091,C3071072DB6684DC75BE160268E6323C,30854,11,13,2,109.56889,18.27076,1763
200092,A94F66C88B84FF0658441320CD9F667C,31071,1,7,6,109.58257,18.28458,1815
200093,A94F66C88B84FF0658441320CD9F667C,30854,9,16,7,109.56889,18.27076,1763
200094,A94F66C88B84FF0658441320CD9F667C,31071,17,18,1,109.58257,18.28458,1815
200095,A94F66C88B84FF0658441320CD9F667C,31071,20,23,3,109.58257,18.28458,1815
200101,7024F3A14F6F554DC6E80063E30315F0,30854,19,20,1,109.56889,18.27076,1763
200102,7024F3A14F6F554DC6E80063E30315F0,31561,22,23,1,109.56792,18.28479,1765
200114,9905C3E423D151CCE1280F3A1732CE90,30854,0,6,6,109.56889,18.27076,1763
200115,9905C3E423D151CCE1280F3A1732CE90,31071,7,8,1,109.58257,18.28458,1815
200116,9905C3E423D151CCE1280F3A1732CE90,30851,8,11,3,109.5616,18.27396,1713
